id,image_width,image_height,box_count,box_size_avg,box_dist_avg,box_normalized_count,box_normalized_count (above average),box_normalized_count (below average),box_normalized_size_avg,box_normalized_dist_avg,normalization_warp_ratio,box_normalized_plus_dist_avg,d_box_norm_above_size,d_box_norm_below_size,d_box_normalized_points_far_distance,risk_level,risk_level,risk_level
1660,3968,2976,85,90.32044444,20.74047619,39,13,11,69.43589744,20.74047619,0.380952381,14.03373256,12.58378378,11.10333863,1025.29631,2,3,2.5
1661,1920,1280,3741,5.286238675,0.267430998,2517,414,270,4.903734605,0.267430998,0.213683224,4.313253946,0.41130798,0.381732507,7540.826535,3,3,3
1662,2436,1622,874,11.74807198,1.043465608,649,81,48,9.670570108,1.043465608,0.165809769,5.676237767,0.525786925,0.497512342,3923.891642,3,3,3
1663,2000,3000,4384,12.46407846,0.315557397,3658,612,38,10.72167851,0.315557397,0.15088208,2.717851113,0.087896917,0.087155086,10798.27923,4,5,4.5
1664,5060,2583,6,422.775,319.0141678,6,0,0,422.775,319.0141678,0,24.4809305,0,0,0,1,1,1
1665,1920,1080,1082,11.34850098,0.623133919,917,69,32,11.03835769,0.623133919,0.099214145,4.069145828,0.353333333,0.343210105,3840.066664,2,3,2.5
1666,6016,4016,132,372.2346154,17.34112821,124,5,1,363.9495968,17.34112821,0.046153846,2.617430519,2.893129771,2.893129771,215.6104298,3,4,3.5
1667,3500,2334,764,66.71051061,2.051820238,723,26,5,65.47710927,2.051820238,0.041114058,3.044010069,0.428557312,0.426313557,2343.053729,3,5,4
1668,4000,2667,9584,10.12163461,0.260783747,3948,587,1683,10.85687183,0.260783747,0.365069154,2.451622489,1.863055309,1.536087548,11078.22916,3,4,3.5
1669,4000,2666,115,59.84065421,11.16412621,93,10,4,55.01451613,11.16412621,0.130841121,16.67136488,1.900900901,1.851312182,1798.750451,2,3,2.5
1670,2048,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,2479,763,633,25.77555468,1.212440256,608,22,1,25.20193257,1.212440256,0.036450079,3.953527854,0.049050633,0.049050633,2868.410325,3,4,3.5
1672,1620,2184,12,43.35416667,28.4375,12,0,0,43.35416667,28.4375,0,54.00252283,0,0,0,1,1,1
1673,5182,2694,825,50.34157576,1.792666118,810,15,0,49.82216049,1.792666118,0.018181818,3.658278819,0,0,0,3,3,3
1674,1920,1440,264,20.93257576,3.3732,263,1,0,20.88897338,3.3732,0.003787879,14.68288835,0,0,0,2,3,2.5
1675,3872,2592,136,160.0950851,13.09648936,57,16,21,145.4962105,13.09648936,0.393617021,7.837275566,29.28652174,24.97968031,450.4920833,3,3,3
1676,4000,3000,3807,13.2226743,0.504987315,2914,290,201,12.6158394,0.504987315,0.144199706,3.728124142,0.499298946,0.473068374,9281.758763,3,3,3
1677,3648,2736,65,103.0476923,14.12894874,57,8,0,83.93157895,14.12894874,0.123076923,12.57957045,0,0,0,2,3,2.5
1678,2880,1616,538,44.8811674,1.805733945,341,71,42,38.1297654,1.805733945,0.248898678,3.111478618,3.064717742,2.831161185,1235.560063,3,2,2.5
1679,2000,1333,352,21.5878125,2.404354928,258,46,16,16.94282946,2.404354928,0.19375,12.88831298,0.799702381,0.765624154,4451.876024,3,4,3.5
1680,1800,1200,47,83.50897436,14.1025641,33,2,4,85.825,14.1025641,0.153846154,11.9883683,7.360465116,6.890648194,226.9501893,2,4,3
1681,4000,3000,60,128.0308824,32.59765625,12,9,13,134.3083333,32.59765625,0.647058824,30.77926319,27.22978723,21.78382979,447.2217321,2,2,2
1682,2592,1728,533,28.52504762,1.959503106,462,59,4,25.47694805,1.959503106,0.12,5.812439868,0.18147448,0.180453048,3054.272861,2,1,1.5
1683,4208,2368,145,52.2062,6.741493333,107,8,10,51.73130841,6.741493333,0.144,9.022446494,2.092222222,1.962360153,1561.813883,2,3,2.5
1684,3600,2400,111,65.51067961,9.515789474,86,13,4,58.94360465,9.515789474,0.165048544,7.551126497,1.457943925,1.418540035,652.9763878,2,2,2
1685,3992,2992,1680,12.48501933,0.735143717,1441,47,64,12.61051353,0.735143717,0.071520619,6.992775043,0.687190594,0.661420947,12333.63638,2,3,2.5
1686,2160,708,87,38.13113122,7.489338191,78,6,1,34.98589744,7.489338191,0.082352941,8.117323556,0.313953488,0.313953488,457.7358533,2,3,2.5
1687,2542,1555,455,32.5755168,2.74541779,292,61,34,25.27217466,2.74541779,0.245478036,13.02730783,2.016983373,1.870696667,1662.708342,2,3,2.5
1688,2048,1477,206,30.40090769,5.372314103,66,26,38,29.25909091,5.372314103,0.492307692,10.5996202,6.45625,5.296632282,783.8639211,3,4,3.5
1689,6690,4026,81,119.1961039,23.46831111,75,0,2,120.9166667,23.46831111,0.025974026,8.354949607,1.725949367,1.70464135,0,3,2,2.5
1690,4447,2965,374,28.5763141,3.839142628,244,37,31,21.57971311,3.839142628,0.217948718,17.76402702,1.886297376,1.7349901,3060.040127,2,3,2.5
1691,2160,1440,101,27.37894737,7.2,89,3,3,27.1988764,7.2,0.063157895,10.70626294,0.665306122,0.652131744,1435.752668,2,2,2
1692,6000,4000,76,103.2934783,49.96410999,26,5,15,120.1711538,49.96410999,0.434782609,24.22860118,23.61393443,19.26399914,1372.362674,2,2,2
1693,1289,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,1920,1280,978,18.65022573,0.682903981,740,100,46,17.26641892,0.682903981,0.164785553,2.586829357,1.49501073,1.426221892,2640.539318,3,4,3.5
1695,5472,3648,89,102.9617846,28.51809524,41,12,12,93.43536585,28.51809524,0.369230769,19.03099631,9.779220779,8.570553042,749.1752356,2,2,2
1696,552,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,2126,1417,167,47.54503311,4.17295302,121,22,8,42.27479339,4.17295302,0.198675497,4.313129347,2.421383648,2.319888525,696.0760017,2,3,2.5
1698,2592,1936,131,75.38764706,8.877411765,46,16,23,66.4326087,8.877411765,0.458823529,9.04105493,13.9,11.56564885,473.617399,2,4,3
1699,2048,1536,202,25.28546429,5.279272727,33,34,45,22.73721212,5.279272727,0.705357143,13.01276849,14.17929936,11.09073911,1487.470531,2,3,2.5
1700,5184,3456,1935,20.1850912,1.88694499,693,231,337,15.26291486,1.88694499,0.450436162,9.473101217,5.773811014,4.771226776,6705.617667,2,3,2.5
1701,5466,3323,459,86.09815498,6.159897829,133,44,94,75.41240602,6.159897829,0.509225092,7.081085479,19.88041096,15.85235384,1610.746539,3,5,4
1702,1620,2160,157,39.23624161,3.933566434,128,17,4,29.21484375,3.933566434,0.140939597,10.50677844,0.775816993,0.760992465,1638.235322,3,5,4
1703,3000,2000,1470,21.33297521,0.971184827,963,117,130,17.14075805,0.971184827,0.204132231,5.372504668,1.855186567,1.692384481,2256.992134,4,5,4.5
1704,3456,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,2832,4256,119,107.4598824,16.29327731,110,9,0,100.9231818,16.29327731,0.075630252,16.00050476,0,0,0,2,3,2.5
1706,1800,1135,579,21.89200555,1.205185714,466,56,19,20.15675966,1.205185714,0.138632163,5.389245933,0.619107143,0.599860289,2592.522879,3,5,4
1707,3264,2448,456,27.31486784,3.435564516,453,0,1,27.34646799,3.435564516,0.002202643,11.23937731,0.057142857,0.057142857,0,2,4,3
1708,4592,2241,48,161.7475,38.43496027,30,6,4,149.315,38.43496027,0.25,14.22548774,13.23522727,12.40802557,453.2766494,2,3,2.5
1709,4608,3072,203,42.355312,10.56128,62,24,39,40.15667742,10.56128,0.504,28.09141009,14.91768293,12.12521026,3465.640508,2,2,2
1710,4288,2848,158,196.4745066,13.33211486,149,0,3,198.7050336,13.33211486,0.019736842,6.305884565,3.219032258,3.178285014,0,2,5,3.5
1711,3264,1836,752,36.83793333,1.872290016,698,51,1,35.21479226,1.872290016,0.069333333,3.693597443,0.070106525,0.070106525,2716.289108,3,5,4
1712,2160,1440,148,65.89960938,5.52432836,99,19,10,53.82828283,5.52432836,0.2265625,6.550925804,3.629347826,3.408644242,757.3235941,2,4,3
1713,4288,2848,380,32.46557692,5.114880952,156,44,60,27.16730769,5.114880952,0.4,11.96616507,5.0390625,4.256681743,901.9666077,2,2,2
1714,4608,2592,345,74.40375367,6.450511945,332,7,2,66.7179759,6.450511945,0.026392962,9.854167173,0.335276968,0.334305151,2951.227507,2,1,1.5
1715,3853,2528,52,197.8982955,29.78606061,37,3,4,191.1986486,29.78606061,0.159090909,7.384316777,15.54270833,14.64601362,313.5256701,2,1,1.5
1716,5472,3648,1215,49.86297262,2.1375,669,93,151,40.44932735,2.1375,0.267250821,5.796455097,4.019078947,3.522896361,2203.847421,3,5,4
1717,2165,1440,487,26.04168378,1.460784314,487,0,0,26.04168378,1.460784314,0,5.091773574,0,0,0,2,4,3
1718,5790,2903,8491,14.61429006,0.262399512,7621,462,136,14.08649783,0.262399512,0.072758243,1.281830555,0.226235787,0.222638822,12301.55162,3,4,3.5
1719,3072,2304,422,66.22643636,4.263853211,91,28,101,55.30274725,4.263853211,0.586363636,7.705255875,48.85424299,37.27740816,1225.764202,3,5,4
1720,2160,1620,46,56.11304348,11.42386548,46,0,0,56.11304348,11.42386548,0,10.09056516,0,0,0,2,3,2.5
1721,5472,3648,130,254.4430556,22.34962963,90,7,11,259.1863889,22.34962963,0.166666667,6.182111901,22,20.30769231,748.1690351,2,4,3
1722,1920,1013,564,10.81146694,1.650996913,372,72,40,9.714516129,1.650996913,0.231404959,16.49752604,0.823854962,0.766886268,5480.578742,2,3,2.5
1723,3200,2604,3183,13.15797409,0.337907582,3015,141,9,12.68694859,0.337907582,0.047393365,2.411456802,0.033254568,0.033170988,8620.484293,3,4,3.5
1724,1600,803,139,70.41478261,5.516922838,89,14,12,68.14269663,5.516922838,0.226086957,6.753178073,7.911417323,7.285333938,678.6813093,3,4,3.5
1725,4000,3000,43,126.74288,44.49886667,9,7,9,154.6333333,44.49886667,0.64,16.05582571,43.00147059,35.00119699,247.6699639,2,1,1.5
1726,3000,1947,994,20.42631313,1.045667553,940,48,2,19.01053191,1.045667553,0.050505051,1.965834079,0.030241935,0.030211511,2301.602546,2,2,2
1727,1373,1843,61,66.43780488,12.74464865,24,7,10,63.20208333,12.74464865,0.414634146,7.70587796,27.60882353,23.53539055,203.942238,2,2,2
1728,7649,5030,35,274.6628571,42.70880418,34,1,0,270.4323529,42.70880418,0.028571429,11.43617271,0,0,0,2,3,2.5
1729,1920,1440,214,30.98574766,2.975480769,214,0,0,30.98574766,2.975480769,0,11.08171717,0,0,0,2,3,2.5
1730,4000,3000,9,138.4444444,195.8928571,9,0,0,138.4444444,195.8928571,0,79.98706575,0,0,0,1,1,1
1731,2808,1872,215,81.71721481,6.897222222,68,27,40,70.65367647,6.897222222,0.496296296,10.67335234,12.35828571,10.11655017,788.567201,3,4,3.5
1732,1920,1280,130,43.275,5.375661376,130,0,0,43.275,5.375661376,0,10.39631852,0,0,0,2,4,3
1733,1536,2026,20,140.13,26.38004622,19,1,0,135,26.38004622,0.05,10.36490277,0,0,0,2,2,2
1734,2449,1632,852,12.92216749,0.903630952,723,69,20,12.22828492,0.903630952,0.109605911,4.76799471,0.319350962,0.312229285,3670.755867,2,3,2.5
1735,1920,1080,248,17.05851064,3.835403727,122,36,30,15.24754098,3.835403727,0.35106383,19.03470713,2.644036697,2.334854987,3964.416826,2,2,2
1736,3968,2240,59,172.0834884,27.71782946,28,7,8,144.2357143,27.71782946,0.348837209,5.743526903,44.22058824,38.97407777,157.6275387,2,2,2
1737,3872,2592,448,52.05952381,4.970979021,176,41,77,42.78664773,4.970979021,0.401360544,6.959894532,9.366307278,7.77738015,1017.455659,3,3,3
1738,2436,1992,193,41.47823529,7.281866097,57,25,37,34.4877193,7.281866097,0.521008403,23.91394231,15.81057692,12.86145377,1421.198653,2,2,2
1739,3480,2320,202,46.75552632,8.03755218,177,7,6,46.47951977,8.03755218,0.068421053,16.60065803,1.669897959,1.628563851,2236.051123,2,3,2.5
1740,4640,2610,71,47.99122807,26.72738304,36,14,7,35.66944444,26.72738304,0.368421053,50.60613245,3.72890625,3.413787412,2137.627204,2,2,2
1741,3000,2000,120,51.19322034,10.18274854,107,10,1,48.32429907,10.18274854,0.093220339,17.05342621,0.344537815,0.344537815,1392.395318,2,3,2.5
1742,5483,3632,6,335.925,286.016482,6,0,0,335.925,286.016482,0,14.49202035,0,0,0,1,1,1
1743,2196,1479,21,130.2552632,48.75728255,18,0,1,135.6083333,48.75728255,0.052631579,29.78593552,2.6325,2.6325,0,2,3,2.5
1744,4256,2832,1484,33.07535812,1.152657368,1301,156,9,29.66304766,1.152657368,0.11255116,3.533168771,0.162033898,0.1611604,4138.194805,2,4,3
1745,4288,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,2592,1936,298,41.19892473,4.148389513,92,38,56,36.39076087,4.148389513,0.505376344,10.24304139,6.934090909,5.65430903,1901.972717,3,4,3.5
1747,2792,1552,101,59.46386139,7.817623762,101,0,0,59.46386139,7.817623762,0,10.00607676,0,0,0,2,3,2.5
1748,3480,4640,99,145.7165306,19.87585034,14,10,25,143.55,19.87585034,0.714285714,19.22557491,56.64527027,42.91308354,412.0856622,2,3,2.5
1749,4032,2407,227,31.09288889,4.152668971,222,2,1,30.99684685,4.152668971,0.013333333,12.01438976,0.084070796,0.084070796,396.4017461,2,3,2.5
1750,1728,2304,62,107.3817308,9.3022766,38,9,5,91.84210526,9.3022766,0.269230769,12.15884311,9.923684211,9.28344652,631.9160315,2,3,2.5
1751,2592,1728,955,13.50881696,1.421475728,245,56,218,13.58857143,1.421475728,0.527938343,7.386892986,3.887788331,3.004385119,3420.362285,2,2,2
1752,1944,1458,104,15.60661765,9.803872549,40,10,18,13.5375,9.803872549,0.411764706,77.71589727,4.088372093,3.420080501,6631.851085,2,1,1.5
1753,1440,1080,81,41.94705882,9.302854998,27,9,15,38.67777778,9.302854998,0.470588235,12.57473249,12.33409091,10.20227273,501.2219068,2,2,2
1754,5184,3456,472,53.09423077,6.051801242,191,80,67,49.38979058,6.051801242,0.434911243,8.476770073,12.04185185,10.35803358,3421.193809,3,3,3
1755,3024,4032,246,32.15309735,5.738691589,193,23,10,30.46321244,5.738691589,0.146017699,19.33059617,1.085381356,1.045672282,6311.755582,2,2,2
1756,5263,2978,179,22.90225564,10.37601504,84,26,23,21.01130952,10.37601504,0.368421053,66.25908098,2.940064103,2.578715442,6910.656201,2,2,2
1757,3968,1984,144,21.3462549,11.99377014,71,10,21,19.95109859,11.99377014,0.303921569,26.67402091,2.960065041,2.548944896,3228.977126,2,1,1.5
1758,6000,4000,621,50.61043165,5.46384648,231,84,102,49.19264069,5.46384648,0.446043165,10.77428222,15.97630058,13.37790065,4794.459289,2,3,2.5
1759,1944,1296,509,14.92650334,2.270939126,374,45,30,13.13302139,2.270939126,0.167037862,17.98992465,0.801043841,0.755404801,2405.496016,2,3,2.5
1760,3500,2281,549,38.19019507,3.168165281,392,64,31,34.99330357,3.168165281,0.195071869,8.420424501,3.30984556,3.128979682,4136.353185,2,4,3
1761,3216,2136,103,47.17922078,12.92142857,51,13,13,34.81176471,12.92142857,0.337662338,27.01253099,6.255,5.526262136,1736.09493,2,1,1.5
1762,3000,2000,310,49.38815789,3.451672336,271,30,3,42.34686347,3.451672336,0.108552632,7.289250615,1.374592834,1.365724493,2486.668273,2,4,3
1763,7382,608,2226,18.06226415,0.871995635,2226,0,0,18.06226415,0.871995635,0,3.807700741,0,0,0,3,3,3
1764,5472,3649,415,66.73049096,4.028,370,3,14,67.93378378,4.028,0.043927649,7.724100838,1.319201995,1.277877595,3710.451802,2,4,3
1765,4000,3000,42,60.95263158,33.24652778,35,1,2,56.98428571,33.24652778,0.078947368,45.97107259,3.2,3.123809524,1049.020472,2,1,1.5
1766,5472,3648,35,354.1454545,57.13527881,28,4,1,318.1535714,57.13527881,0.151515152,15.68786382,14.32352941,14.32352941,361.1564876,2,2,2
1767,3456,2304,52,150.0059524,26.352,32,5,5,136.4078125,26.352,0.238095238,8.600261493,17.98723404,16.60360065,636.4524613,2,2,2
1768,5184,3456,64,178.1558333,25.14777257,52,6,2,169.1951923,25.14777257,0.133333333,9.67110738,3.986290323,3.924004536,355.8216157,2,3,2.5
1769,1920,880,182,20.71882022,3.480861244,154,22,2,18.81168831,3.480861244,0.134831461,17.97477456,0.205555556,0.204426129,2955.114383,3,4,3.5
1770,2000,1333,646,28.48380282,1.95535,227,89,110,26.00572687,1.95535,0.46713615,7.797601946,5.698880597,4.737304769,2433.892212,4,4,4
1771,5244,3558,308,31.15900735,6.920027574,210,44,18,25.42,6.920027574,0.227941176,31.44861591,2.842068966,2.685201523,8573.675401,2,2,2
1772,3261,2174,652,16.99547619,1.45998247,588,31,11,16.62848639,1.45998247,0.066666667,9.537456378,0.271450858,0.267287501,2623.457228,2,3,2.5
1773,5184,3456,66,266.3696429,32.84571429,21,9,12,229.802381,32.84571429,0.5,7.997989991,98.83148148,82.3595679,414.7866511,2,3,2.5
1774,1843,1227,691,16.6396244,1.041282161,494,95,34,14.91252227,1.041282161,0.2070626,7.672327613,0.834922374,0.795049092,4383.050395,3,4,3.5
1775,3497,5364,153,158.2139262,10.40102349,145,2,2,158.1696552,10.40102349,0.026845638,7.619197037,1.588741722,1.578357789,1782.433202,2,4,3
1776,4928,3264,198,116.3494624,8.045434783,180,0,6,118.6891667,8.045434783,0.032258065,6.622043071,1.727864583,1.684231639,0,3,5,4
1777,4000,3000,237,16.86243902,5.145290216,158,31,16,14.4664557,5.145290216,0.229268293,42.46581436,1.081447964,1.01300189,6326.951154,2,1,1.5
1778,2592,1936,62,80.99351852,11.8045679,45,5,4,76.61833333,11.8045679,0.166666667,18.06929892,7.01637931,6.676877086,840.1330418,3,3,3
1779,5472,3648,1029,30.17793975,1.847858628,866,163,0,25.66472286,1.847858628,0.15840622,4.890273629,0,0,0,2,3,2.5
1780,4032,3024,172,10.86753731,9.865227273,91,24,19,10.42032967,9.865227273,0.320895522,102.1950848,1.137254902,1.018239854,21848.68839,2,2,2
1781,1843,1229,93,9.67345679,7.576037037,68,7,6,8.826470588,7.576037037,0.160493827,56.01990588,0.586206897,0.554690397,4612.702265,2,1,1.5
1782,5472,3648,735,64.28278351,3.625073069,290,70,125,52.7912069,3.625073069,0.402061856,7.315812435,10.59606557,8.808430021,1769.68375,3,4,3.5
1783,4256,2832,366,99.4109589,5.000655172,208,47,37,87.35649038,5.000655172,0.287671233,6.064479017,8.818237082,7.9508695,1527.166258,4,5,4.5
1784,3888,2592,26,144.0019231,48.00026427,22,4,0,117.3795455,48.00026427,0.153846154,23.25623823,0,0,0,2,2,2
1785,2592,1936,32,137.6875,54.30527778,17,3,4,140.4411765,54.30527778,0.291666667,19.70700144,14.46517857,13.10906808,817.7769243,3,2,2.5
1786,1920,1080,158,19.29875,3.271074219,107,6,15,16.17850467,3.271074219,0.1640625,21.61545024,1.813636364,1.652934407,1303.327021,2,2,2
1787,4896,3264,731,52.43737864,3.579745223,317,90,108,44.13375394,3.579745223,0.384466019,9.458362894,6.874719101,5.868433268,2846.728394,4,4,4
1788,3456,4608,372,76.02137097,4.701573034,343,29,0,71.74329446,4.701573034,0.077956989,5.376043435,0,0,0,2,4,3
1789,4320,2819,753,23.6180867,2.557448311,525,102,42,20.30257143,2.557448311,0.215246637,15.3388389,1.634317862,1.545331099,5500.984148,2,3,2.5
1790,1920,1080,537,8.631028037,1.33791423,534,0,1,8.639700375,1.33791423,0.001869159,14.17616419,0.016791045,0.016791045,0,2,2,2
1791,4000,3000,46,43.25108696,21.84782609,45,1,0,42.50222222,21.84782609,0.02173913,35.80111718,0,0,0,0,1,0.5
1792,3840,1920,63,91.43571429,17.32203457,63,0,0,91.43571429,17.32203457,0,10.10551332,0,0,0,2,2,2
1793,5306,2985,304,36.73516667,6.616272831,254,44,2,31.6476378,6.616272831,0.153333333,21.04285802,0.183278146,0.182675257,4567.427236,2,2,2
1794,1764,1177,424,13.5402891,1.023793689,418,3,1,13.47464593,1.023793689,0.009478673,9.488772972,0.023640662,0.023640662,4260.782756,2,3,2.5
1795,6048,4024,50,248.103,25.47395237,43,7,0,220.9918605,25.47395237,0.14,11.74296944,0,0,0,2,3,2.5
1796,2048,1365,166,38.02171053,4.914760274,122,23,7,32.24754098,4.914760274,0.197368421,7.420073959,2.411320755,2.324164583,1268.709693,2,3,2.5
1797,2408,950,1741,5.172958663,0.473184404,1167,109,155,5.336963615,0.473184404,0.184486373,8.230436619,0.481084489,0.438530204,11793.89505,2,3,2.5
1798,3285,2176,1330,34.38624005,1.470831075,324,142,288,29.04459877,1.470831075,0.570291777,5.243650833,21.08430902,16.53453707,2710.091761,4,4,4
1799,2247,1622,8,102.6875,88.04376264,8,0,0,102.6875,88.04376264,0,15.94019808,0,0,0,1,1,1
1800,5520,3680,301,38.94664311,6.143492344,234,40,9,31.71944444,6.143492344,0.173144876,23.47909468,1.360787671,1.324620557,5853.436704,2,2,2
1801,10240,5921,300,25.66113636,11.93186728,159,21,40,23.72327044,11.93186728,0.277272727,38.65425134,3.1625,2.751375,12273.88187,2,1,1.5
1802,1183,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,5645,3763,3108,28.75584801,0.787923364,2717,328,21,20.79569378,0.787923364,0.113829093,2.579386551,0.127729187,0.126907249,9756.387746,3,4,3.5
1804,4608,3456,369,79.80885246,6.745392491,236,37,32,76.42711864,6.745392491,0.226229508,8.452824923,6.682492582,6.121090766,1926.176367,2,3,2.5
1805,2500,1668,350,8.403468208,2.142205166,320,24,2,7.68875,2.142205166,0.075144509,34.1595068,0.070402299,0.070201149,9193.290555,2,1,1.5
1806,3632,2272,211,65.37051282,6.22164076,164,23,8,57.89573171,6.22164076,0.158974359,10.90385072,2.517980296,2.434445404,1417.394766,2,4,3
1807,3456,2304,130,73.52245763,8.682105263,96,16,6,60.3921875,8.682105263,0.186440678,5.685997556,3.527419355,3.39174938,794.2913974,2,3,2.5
1808,1500,965,938,20.51855124,0.990831845,265,115,186,17.99754717,0.990831845,0.53180212,5.71280983,5.130984043,4.119009578,2472.785475,3,5,4
1809,1843,1382,169,63.00381679,6.120934525,91,21,19,49.63846154,6.120934525,0.305343511,14.57812398,5.913,5.283213018,1110.581221,2,3,2.5
1810,2048,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,4496,3000,258,26.95378151,6.166196121,200,28,10,23.7795,6.166196121,0.159663866,19.17005621,0.745967742,0.719945611,2966.259672,2,2,2
1812,3888,2592,1062,57.32791451,1.988618331,490,137,145,49.26693878,1.988618331,0.365284974,3.677649515,7.852290076,6.787572778,1904.235067,3,5,4
1813,4000,2667,196,92.14345238,8.961130952,131,23,14,83.28587786,8.961130952,0.220238095,13.37802023,4.153846154,3.87833595,1525.578634,3,4,3.5
1814,4613,2862,698,39.09396825,2.295603255,516,80,34,34.93546512,2.295603255,0.180952381,5.081411702,2.031174699,1.935144949,1726.376612,3,4,3.5
1815,4032,3024,11,119.9045455,81.42153098,11,0,0,119.9045455,81.42153098,0,26.05709196,0,0,0,1,1,1
1816,5980,3878,1759,20.44917776,1.554792528,789,247,241,17.94283904,1.554792528,0.382145654,7.151771074,2.216073781,1.913710104,5483.6524,2,2,2
1817,5472,3648,24,200.6041667,61.18,24,0,0,200.6041667,61.18,0,21.37076747,0,0,0,2,2,2
1818,4928,3264,40,156.46875,33.15,39,1,0,153.2307692,33.15,0.025,31.36567848,0,0,0,3,4,3.5
1819,5408,3605,782,21.58271073,3.709547619,258,134,130,17.20562016,3.709547619,0.505747126,24.50874277,7.870015337,6.571764725,11219.62932,2,3,2.5
1820,1620,1080,26,50.36363636,26.71363636,16,4,2,44.0125,26.71363636,0.272727273,22.02104258,3.04375,2.926682692,687.1252485,2,2,2
1821,2592,1936,139,45.36674312,8.786853583,77,17,15,42.00162338,8.786853583,0.293577982,16.56081406,7.962096774,7.16015897,1574.199025,2,3,2.5
1822,3264,2448,62,33.24435484,22.03693548,61,1,0,32.94836066,22.03693548,0.016129032,56.50383487,0,0,0,2,2,2
1823,6048,4024,46,183.2638889,45.80636173,23,8,5,147.4369565,45.80636173,0.361111111,10.87272413,16.2,14.79130435,240.5551885,2,3,2.5
1824,2592,3888,59,53.69866667,12.93054545,54,2,1,51.35555556,12.93054545,0.052631579,20.46623628,0.689655172,0.689655172,233.5838814,2,1,1.5
1825,3840,2160,238,116.3802941,9.887195122,106,30,34,104.6132075,9.887195122,0.376470588,7.896487925,23.45955882,20.20676285,721.6097622,2,3,2.5
1826,1297,1297,4,390.825,87.98372383,4,0,0,390.825,87.98372383,0,6.222615148,0,0,0,1,1,1
1827,4160,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,6000,4000,31,693.7902174,142.7846954,16,3,4,648.525,142.7846954,0.304347826,24.41193343,145.0962963,131.0547192,331.5934135,2,4,3
1829,2592,1728,1301,25.71563518,1.104372802,572,159,190,22.34020979,1.104372802,0.378935939,5.211449895,8.296444644,7.091196345,4040.404722,4,5,4.5
1830,5472,3648,107,125.2550435,22.04,41,9,19,115.3987805,22.04,0.405797101,10.88369434,28.43579545,23.6522037,960.0258491,2,2,2
1831,2084,1477,324,28.03872549,2.072058824,258,39,9,23.76124031,2.072058824,0.156862745,6.385904283,0.604285714,0.589365079,2165.179396,2,3,2.5
1832,1541,1080,213,32.04815951,2.866600355,110,28,25,25.86454545,2.866600355,0.325153374,7.455104629,3.963297872,3.516729098,953.8372358,2,3,2.5
1833,4500,3000,347,123.4101246,6.478960396,302,6,13,125.3705298,6.478960396,0.059190031,4.866479967,5.034580838,4.860474296,1940.992304,3,5,4
1834,3919,2939,834,57.96599618,1.772183983,666,96,24,52.21485586,1.772183983,0.152671756,3.625097629,1.309135802,1.273032537,3426.898198,3,5,4
1835,5312,2988,225,38.21808511,10.22700839,74,25,42,32.75135135,10.22700839,0.475177305,19.09511331,12.3568306,10.10514147,2763.697656,2,2,2
1836,1843,914,147,59.66690647,4.513871634,135,0,4,60.645,4.513871634,0.028776978,8.733646299,1.553321678,1.521621236,0,3,4,3.5
1837,4032,3024,225,25.66333333,6.288699552,221,4,0,25.01040724,6.288699552,0.017777778,19.46959801,0,0,0,3,2,2.5
1838,8192,5461,14998,15.02985361,0.324142321,8153,2402,1481,12.12135018,0.324142321,0.322615487,2.245343854,1.371532145,1.236189594,25405.52692,2,4,3
1839,4640,3480,166,16.68772727,10.57258333,64,18,28,15.9359375,10.57258333,0.418181818,36.13470363,3.282608696,2.748690414,2313.532505,1,1,1
1840,4032,3024,259,48.65498008,4.559004149,241,6,4,48.27551867,4.559004149,0.039840637,10.22006679,0.780392157,0.771352865,1429.194963,2,3,2.5
1841,1920,1280,368,22.51708333,2.338550725,126,50,64,22.09206349,2.338550725,0.475,11.26668276,4.628782895,3.836355388,1807.265857,3,4,3.5
1842,4001,2249,273,66.85134228,7.827532808,61,26,62,57.75,7.827532808,0.590604027,18.44662442,36.81824645,28.59145878,1102.186143,3,3,3
1843,2048,1371,477,17.6893736,1.542637944,411,21,15,17.25827251,1.542637944,0.080536913,7.80548493,0.448051948,0.434901576,1601.26672,2,3,2.5
1844,4000,3000,15,108.8576923,85.55288462,11,1,1,106.2454545,85.55288462,0.153846154,34.847244,2.603571429,2.603571429,0,1,1,1
1845,4942,2332,533,35.08191293,3.575677831,311,48,58,28.01832797,3.575677831,0.254196643,10.89946445,3.204842105,2.862110398,3849.377044,2,3,2.5
1846,4000,3000,75,45.04265455,18.99021212,34,11,10,35.08776471,18.99021212,0.381818182,41.79924664,8.962307692,7.886830769,1954.96698,2,1,1.5
1847,3456,4608,172,101.6978916,11.73658537,154,9,3,98.61753247,11.73658537,0.072289157,8.664174581,1.696745562,1.677015963,1633.144177,2,2,2
